station_code,date,rainfall_mm,temperature_c,humidity,wind_speed
BRC,2025-10-19,0.0,5.0,37.3,15.0
RTM,2025-10-19,14.3,4.2,57.4,2.0
KOTA,2025-10-19,0.0,5.0,66.9,8.7
ST,2025-10-19,0.0,6.1,66.7,9.2
GZB,2025-10-19,21.5,6.6,60.9,2.0
ALJN,2025-10-19,0.0,5.5,54.8,8.4
TDL,2025-10-19,0.0,5.8,47.3,11.6
LKO,2025-10-19,0.0,4.2,48.7,13.4
AGC,2025-10-19,0.0,3.9,64.5,12.1
VGLJ,2025-10-19,13.4,4.2,60.2,12.9
BPL,2025-10-19,0.0,3.6,62.0,14.7
NGP,2025-10-19,0.0,6.1,47.3,10.8
MAS,2025-10-19,5.2,5.0,48.2,9.4
PPTA,2025-10-19,16.5,4.4,55.3,12.4
GHY,2025-10-19,6.9,4.2,61.6,13.8
ASR,2025-10-19,5.2,3.2,45.0,6.9
SBC,2025-10-19,0.0,4.2,53.5,12.8
DMM,2025-10-19,0.0,6.7,39.6,9.5
GTL,2025-10-19,0.0,5.6,38.5,14.8
SC,2025-10-19,22.0,5.6,24.8,10.7
NDLS,2025-10-20,0.0,8.6,57.1,8.0
CNB,2025-10-20,0.0,7.2,59.8,12.0
PRYJ,2025-10-20,0.0,8.4,58.9,8.0
DDU,2025-10-20,0.0,7.3,48.1,8.4
BSB,2025-10-20,13.8,8.7,48.7,10.1
GKP,2025-10-20,0.0,7.3,46.4,14.5
HWH,2025-10-20,0.0,6.6,62.3,8.0
BCT,2025-10-20,0.0,7.5,53.4,13.8
BRC,2025-10-20,0.0,9.9,54.3,17.9
RTM,2025-10-20,0.0,7.8,60.2,6.7
KOTA,2025-10-20,0.0,8.9,44.4,14.2
ST,2025-10-20,0.0,6.6,50.6,10.6
GZB,2025-10-20,0.0,7.7,26.7,10.1
ALJN,2025-10-20,4.6,8.0,49.9,9.4
TDL,2025-10-20,0.0,9.3,58.3,11.2
LKO,2025-10-20,0.0,7.1,65.4,9.7
AGC,2025-10-20,0.0,7.1,39.5,13.3
VGLJ,2025-10-20,0.0,6.8,46.3,14.5
BPL,2025-10-20,0.0,8.8,46.0,12.6
NGP,2025-10-20,4.6,9.8,37.6,10.5
MAS,2025-10-20,4.8,9.6,52.7,6.0
PPTA,2025-10-20,0.0,8.2,79.1,13.1
GHY,2025-10-20,0.0,6.3,55.2,12.2
ASR,2025-10-20,0.0,8.9,62.2,12.9
SBC,2025-10-20,0.0,8.3,61.7,12.4
DMM,2025-10-20,0.2,6.7,64.8,7.0
GTL,2025-10-20,0.0,8.3,64.9,4.6
SC,2025-10-20,0.0,10.1,61.7,12.7
NDLS,2025-10-21,0.0,11.6,51.0,9.3
CNB,2025-10-21,6.6,10.6,53.2,16.6
PRYJ,2025-10-21,0.0,10.0,55.2,10.9
DDU,2025-10-21,4.6,13.6,48.4,7.6
BSB,2025-10-21,0.0,10.3,58.9,15.7
GKP,2025-10-21,0.0,10.3,42.0,16.3
HWH,2025-10-21,4.2,12.4,52.7,11.9
BCT,2025-10-21,0.0,11.6,51.8,10.6
BRC,2025-10-21,10.0,10.3,44.1,9.4
RTM,2025-10-21,0.0,13.6,55.0,3.5
KOTA,2025-10-21,3.2,12.4,53.2,15.5
ST,2025-10-21,0.0,11.9,40.8,8.9
GZB,2025-10-21,0.0,9.9,50.7,12.4
ALJN,2025-10-21,30.2,13.6,55.5,11.3
TDL,2025-10-21,0.0,10.8,47.8,10.6
LKO,2025-10-21,0.0,12.2,60.5,7.7
AGC,2025-10-21,0.0,13.4,55.3,12.3
VGLJ,2025-10-21,0.0,13.6,54.2,5.0
BPL,2025-10-21,10.2,12.6,45.4,11.9
NGP,2025-10-21,0.0,12.0,51.9,10.0
MAS,2025-10-21,0.0,9.8,42.5,12.4
PPTA,2025-10-21,0.0,11.0,50.3,11.1
GHY,2025-10-21,6.6,11.4,47.0,11.4
ASR,2025-10-21,0.0,10.9,41.6,3.6
SBC,2025-10-21,0.0,12.7,56.0,12.4
DMM,2025-10-21,0.0,11.2,59.1,3.7
GTL,2025-10-21,0.0,11.2,47.9,7.6
SC,2025-10-21,7.1,13.4,50.9,12.7
NDLS,2025-10-22,0.0,14.0,74.8,3.7
CNB,2025-10-22,0.0,12.3,46.0,4.7
PRYJ,2025-10-22,0.0,13.8,53.1,13.7
DDU,2025-10-22,0.0,13.3,40.5,10.0
BSB,2025-10-22,4.0,12.6,51.3,11.8
GKP,2025-10-22,28.3,10.5,29.0,10.8
HWH,2025-10-22,0.0,13.4,67.4,5.7
BCT,2025-10-22,0.0,13.3,37.2,11.3
BRC,2025-10-22,1.4,11.9,61.9,2.0
RTM,2025-10-22,0.0,10.4,47.7,5.9
KOTA,2025-10-22,0.0,11.4,61.8,5.4
ST,2025-10-22,0.0,13.2,37.7,7.3
GZB,2025-10-22,0.0,11.5,50.4,11.8
ALJN,2025-10-22,0.0,11.7,49.0,15.7
TDL,2025-10-22,0.0,12.6,55.9,6.8
LKO,2025-10-22,15.2,13.0,60.7,10.4
AGC,2025-10-22,9.2,10.4,65.5,6.0
VGLJ,2025-10-22,7.2,13.2,31.9,10.6
BPL,2025-10-22,0.0,13.9,65.8,14.0
NGP,2025-10-22,0.0,12.0,65.9,13.7
MAS,2025-10-22,16.5,13.6,49.4,5.6
PPTA,2025-10-22,0.0,11.5,59.4,13.1
GHY,2025-10-22,0.0,13.1,54.9,12.7
ASR,2025-10-22,15.4,11.7,47.9,15.8
SBC,2025-10-22,0.0,10.3,54.4,11.8
DMM,2025-10-22,0.0,11.1,56.9,15.3
GTL,2025-10-22,7.0,14.1,62.0,11.7
SC,2025-10-22,0.0,10.9,33.5,14.4
NDLS,2025-10-23,0.0,11.2,50.2,6.5
CNB,2025-10-23,0.0,11.8,65.6,12.5
PRYJ,2025-10-23,0.0,11.6,67.1,11.0
DDU,2025-10-23,11.2,14.3,55.7,7.4
BSB,2025-10-23,0.0,11.8,67.5,3.9
GKP,2025-10-23,0.0,12.0,48.1,9.4
HWH,2025-10-23,5.7,13.8,43.8,14.9
BCT,2025-10-23,0.0,10.9,56.6,12.0
BRC,2025-10-23,0.0,13.3,51.4,4.7
RTM,2025-10-23,3.3,13.6,49.9,3.3
KOTA,2025-10-23,7.3,14.6,52.7,6.3
ST,2025-10-23,0.0,13.6,36.5,6.3
GZB,2025-10-23,2.3,12.2,37.5,9.5
ALJN,2025-10-23,0.0,11.8,55.9,11.6
TDL,2025-10-23,30.2,11.0,49.5,8.9
LKO,2025-10-23,0.0,13.0,42.0,13.3
AGC,2025-10-23,0.0,10.7,63.1,5.4
VGLJ,2025-10-23,0.0,13.5,43.8,6.3
BPL,2025-10-23,0.0,13.0,60.5,11.4
NGP,2025-10-23,0.0,11.5,65.5,14.7
MAS,2025-10-23,8.7,12.3,51.7,3.5
PPTA,2025-10-23,0.0,14.5,51.1,11.7
GHY,2025-10-23,0.0,13.3,46.4,9.4
ASR,2025-10-23,0.0,13.6,38.9,8.2
SBC,2025-10-23,0.0,12.4,55.2,9.7
DMM,2025-10-23,0.0,13.1,63.1,6.1
GTL,2025-10-23,21.0,11.0,47.2,7.2
SC,2025-10-23,0.6,11.7,72.1,8.8
NDLS,2025-10-24,0.0,10.8,59.1,11.8
CNB,2025-10-24,0.0,11.7,41.0,10.8
PRYJ,2025-10-24,0.0,10.9,56.5,16.8
DDU,2025-10-24,0.0,8.7,56.5,13.1
BSB,2025-10-24,4.6,10.6,58.0,12.9
GKP,2025-10-24,0.0,11.6,41.6,12.8
HWH,2025-10-24,0.0,11.2,74.9,6.9
BCT,2025-10-24,17.4,12.2,50.2,2.9
BRC,2025-10-24,0.0,8.5,48.1,10.0
RTM,2025-10-24,0.0,10.4,57.5,8.5
KOTA,2025-10-24,0.0,10.1,48.0,8.0
ST,2025-10-24,2.1,9.1,62.9,11.4
GZB,2025-10-24,0.0,11.7,51.7,7.6
ALJN,2025-10-24,7.2,9.7,33.6,12.1
TDL,2025-10-24,0.0,9.8,48.3,14.0
LKO,2025-10-24,0.0,12.1,43.5,4.5
AGC,2025-10-24,0.0,10.4,65.6,2.0
VGLJ,2025-10-24,19.6,10.4,64.2,11.9
BPL,2025-10-24,0.0,11.8,75.6,5.5
NGP,2025-10-24,0.0,9.1,60.6,6.3
MAS,2025-10-24,1.8,9.3,56.1,17.0
PPTA,2025-10-24,0.2,9.1,47.9,5.0
GHY,2025-10-24,7.3,8.8,40.8,12.4
ASR,2025-10-24,0.0,8.6,47.6,7.2
SBC,2025-10-24,0.0,12.3,34.1,15.7
DMM,2025-10-24,0.0,10.1,65.9,14.2
GTL,2025-10-24,0.0,9.1,65.2,9.0
SC,2025-10-24,0.0,10.9,57.5,6.3
NDLS,2025-10-25,0.0,7.7,59.3,6.8
CNB,2025-10-25,0.0,8.0,53.7,10.7
PRYJ,2025-10-25,0.0,9.2,54.5,6.9
DDU,2025-10-25,0.0,9.5,44.0,13.4
BSB,2025-10-25,0.0,7.2,67.4,10.5
GKP,2025-10-25,0.0,10.5,34.1,9.3
HWH,2025-10-25,0.0,10.4,58.3,8.8
BCT,2025-10-25,0.0,10.7,53.2,7.2
BRC,2025-10-25,0.0,10.4,52.2,13.8
RTM,2025-10-25,0.0,9.4,56.9,7.8
KOTA,2025-10-25,0.0,7.5,52.1,15.4
ST,2025-10-25,0.0,11.2,44.2,7.2
GZB,2025-10-25,0.0,8.6,53.1,7.5
ALJN,2025-10-25,0.0,9.1,67.9,13.9
TDL,2025-10-25,10.8,7.2,53.0,10.0
LKO,2025-10-25,0.0,10.4,47.7,10.3
AGC,2025-10-25,0.0,10.3,62.0,13.2
VGLJ,2025-10-25,0.0,10.4,59.1,6.6
BPL,2025-10-25,0.0,9.7,50.6,8.1
NGP,2025-10-25,0.0,10.8,57.0,11.2
MAS,2025-10-25,0.0,9.6,56.9,13.8
PPTA,2025-10-25,6.4,9.7,45.1,13.7
GHY,2025-10-25,0.0,8.0,47.4,7.3
ASR,2025-10-25,0.0,8.9,41.3,10.1
SBC,2025-10-25,0.0,7.5,66.6,8.3
DMM,2025-10-25,0.0,9.8,64.3,5.6
GTL,2025-10-25,0.0,8.3,40.8,14.4
SC,2025-10-25,11.9,8.3,59.6,4.5
NDLS,2025-10-26,0.0,6.8,60.5,12.5
CNB,2025-10-26,0.9,8.8,45.5,15.7
PRYJ,2025-10-26,3.0,7.4,58.5,3.7
DDU,2025-10-26,0.0,5.9,61.8,8.8
BSB,2025-10-26,0.0,9.3,58.4,11.3
GKP,2025-10-26,0.0,6.7,62.6,12.4
HWH,2025-10-26,0.0,9.1,44.8,9.0
BCT,2025-10-26,0.0,5.8,58.3,15.7
BRC,2025-10-26,0.0,7.0,61.2,15.3
RTM,2025-10-26,18.1,8.8,65.7,18.1
KOTA,2025-10-26,0.0,8.2,71.3,17.0
ST,2025-10-26,0.0,9.7,72.7,8.0
GZB,2025-10-26,9.1,7.3,58.7,2.0
ALJN,2025-10-26,0.0,6.6,61.3,13.5
TDL,2025-10-26,6.1,8.1,66.9,14.7
LKO,2025-10-26,0.0,7.2,55.0,4.9
AGC,2025-10-26,0.0,8.5,41.9,13.5
VGLJ,2025-10-26,0.0,6.3,42.9,11.5
BPL,2025-10-26,0.0,8.5,64.5,11.9
NGP,2025-10-26,15.1,6.4,70.5,13.4
MAS,2025-10-26,0.0,9.1,55.4,12.2
PPTA,2025-10-26,0.0,7.7,57.4,5.4
GHY,2025-10-26,0.0,6.8,72.6,16.3
ASR,2025-10-26,0.3,7.1,46.9,9.4
SBC,2025-10-26,0.0,8.1,58.3,13.2
DMM,2025-10-26,0.0,6.6,53.3,10.8
GTL,2025-10-26,16.2,8.7,57.5,13.3
SC,2025-10-26,0.0,9.6,49.8,9.2
NDLS,2025-10-27,0.0,8.9,52.9,7.0
CNB,2025-10-27,2.6,5.3,37.7,9.1
PRYJ,2025-10-27,1.6,5.4,54.4,11.9
DDU,2025-10-27,0.0,6.2,43.0,5.8
BSB,2025-10-27,3.0,6.0,68.7,5.4
GKP,2025-10-27,16.6,5.3,50.9,6.3
HWH,2025-10-27,0.9,8.5,35.8,9.4
BCT,2025-10-27,0.0,7.3,57.4,5.7
BRC,2025-10-27,9.8,7.1,54.0,2.9
RTM,2025-10-27,0.0,5.4,64.2,7.8
KOTA,2025-10-27,0.0,5.3,72.4,8.7
ST,2025-10-27,0.0,7.3,59.8,11.5
GZB,2025-10-27,0.0,6.3,52.2,13.4
ALJN,2025-10-27,0.0,5.8,54.5,16.8
TDL,2025-10-27,0.0,7.0,64.5,8.5
LKO,2025-10-27,0.0,6.7,70.6,8.9
AGC,2025-10-27,30.3,5.5,57.6,5.0
VGLJ,2025-10-27,0.0,7.4,42.7,12.6
BPL,2025-10-27,0.0,7.2,46.1,11.6
NGP,2025-10-27,3.3,7.3,48.9,7.8
MAS,2025-10-27,26.2,8.3,55.7,11.8
PPTA,2025-10-27,0.0,5.6,49.7,14.8
GHY,2025-10-27,0.0,5.4,59.0,11.9
ASR,2025-10-27,0.0,5.7,48.2,7.3
SBC,2025-10-27,3.1,8.5,60.3,14.9
DMM,2025-10-27,6.1,8.0,47.9,9.0
GTL,2025-10-27,0.0,7.0,48.4,7.1
SC,2025-10-27,0.0,8.7,70.9,9.2
NDLS,2025-10-28,0.0,7.2,74.4,4.4
CNB,2025-10-28,0.0,10.6,66.7,8.5
PRYJ,2025-10-28,2.3,7.3,56.4,2.0
DDU,2025-10-28,0.0,9.1,60.1,25.7
BSB,2025-10-28,8.0,6.8,67.0,9.1
GKP,2025-10-28,6.0,7.2,49.3,11.3
HWH,2025-10-28,1.9,9.0,67.2,8.1
BCT,2025-10-28,0.0,8.2,58.3,8.2
BRC,2025-10-28,0.0,7.5,62.4,10.5
RTM,2025-10-28,0.2,8.1,56.0,15.2
KOTA,2025-10-28,4.2,9.7,60.1,10.8
ST,2025-10-28,0.0,7.7,43.3,14.6
GZB,2025-10-28,0.0,10.0,58.3,12.1
ALJN,2025-10-28,33.1,7.7,63.8,15.9
TDL,2025-10-28,0.0,10.6,49.0,9.1
LKO,2025-10-28,4.2,8.4,50.3,5.4
AGC,2025-10-28,1.0,10.3,58.2,5.4
VGLJ,2025-10-28,0.0,7.2,55.9,2.0
BPL,2025-10-28,0.0,7.6,67.1,13.1
NGP,2025-10-28,0.0,9.6,45.5,17.0
MAS,2025-10-28,0.0,8.2,66.4,5.6
PPTA,2025-10-28,2.0,7.7,46.6,2.5
GHY,2025-10-28,13.3,9.9,36.8,11.1
ASR,2025-10-28,9.1,8.6,42.9,9.0
SBC,2025-10-28,0.0,7.1,52.2,12.9
DMM,2025-10-28,0.0,9.5,74.1,13.2
GTL,2025-10-28,0.0,10.2,59.7,12.0
SC,2025-10-28,0.0,7.0,44.7,9.6
NDLS,2025-10-29,0.7,12.1,70.2,12.4
CNB,2025-10-29,0.0,8.3,45.5,10.3
PRYJ,2025-10-29,0.0,8.9,58.3,9.4
DDU,2025-10-29,0.0,11.5,35.9,6.6
BSB,2025-10-29,11.8,8.4,39.8,9.1
GKP,2025-10-29,8.6,10.7,65.8,8.1
HWH,2025-10-29,0.0,11.5,42.1,4.4
BCT,2025-10-29,0.0,11.4,39.8,2.0
BRC,2025-10-29,4.8,11.6,59.8,11.8
RTM,2025-10-29,0.0,9.8,59.1,9.3
KOTA,2025-10-29,0.0,8.7,58.4,17.8
ST,2025-10-29,0.0,8.3,43.5,8.8
GZB,2025-10-29,0.0,10.8,72.2,12.0
ALJN,2025-10-29,0.0,8.5,57.7,6.4
TDL,2025-10-29,0.0,12.0,52.8,7.5
LKO,2025-10-29,0.0,10.4,59.0,11.7
AGC,2025-10-29,0.0,10.7,50.3,8.8
VGLJ,2025-10-29,0.0,9.6,66.6,15.1
BPL,2025-10-29,0.0,8.5,51.2,8.6
NGP,2025-10-29,5.4,11.5,39.9,11.3
MAS,2025-10-29,0.0,10.2,57.3,12.8
PPTA,2025-10-29,0.0,10.7,57.0,16.5
GHY,2025-10-29,0.0,10.9,62.8,12.2
ASR,2025-10-29,0.0,8.8,67.0,10.6
SBC,2025-10-29,0.0,9.9,53.1,11.2
DMM,2025-10-29,0.0,11.6,35.5,10.6
GTL,2025-10-29,0.0,10.5,54.1,11.7
SC,2025-10-29,0.0,11.1,65.4,12.3
NDLS,2025-10-30,0.0,11.9,47.9,13.4
CNB,2025-10-30,9.3,12.1,67.8,14.4
PRYJ,2025-10-30,0.0,8.6,59.4,5.4
DDU,2025-10-30,0.0,9.0,32.5,15.0
BSB,2025-10-30,5.4,8.8,58.9,11.0
GKP,2025-10-30,0.0,8.5,65.5,16.6
HWH,2025-10-30,0.2,8.8,51.3,8.0
BCT,2025-10-30,0.0,11.6,49.1,9.6
BRC,2025-10-30,0.0,8.3,51.4,9.7
RTM,2025-10-30,15.5,10.5,54.1,9.8
KOTA,2025-10-30,0.0,10.5,55.4,11.8
ST,2025-10-30,0.0,9.3,59.7,8.9
GZB,2025-10-30,0.0,9.7,54.0,7.6
ALJN,2025-10-30,0.0,11.5,47.9,7.2
TDL,2025-10-30,0.0,11.4,53.9,6.4
LKO,2025-10-30,0.0,9.5,25.9,8.5
AGC,2025-10-30,0.0,9.5,42.6,10.4
VGLJ,2025-10-30,0.0,10.4,48.9,11.8
BPL,2025-10-30,4.5,8.8,72.0,6.5
NGP,2025-10-30,5.0,8.4,45.5,12.4
MAS,2025-10-30,21.7,10.7,51.9,12.4
PPTA,2025-10-30,0.0,9.1,62.6,5.4
GHY,2025-10-30,0.0,11.5,51.2,14.7
ASR,2025-10-30,0.0,8.8,69.0,5.4
SBC,2025-10-30,49.0,9.2,63.9,17.3
DMM,2025-10-30,6.3,11.6,41.9,17.1
GTL,2025-10-30,0.0,9.9,66.4,10.8
SC,2025-10-30,0.0,9.0,64.3,12.2
NDLS,2025-10-31,0.0,8.2,61.6,7.1
CNB,2025-10-31,0.0,7.0,50.5,13.6
PRYJ,2025-10-31,0.0,8.6,71.2,13.7
DDU,2025-10-31,0.0,8.2,64.2,6.9
BSB,2025-10-31,0.0,6.8,61.2,4.7
GKP,2025-10-31,0.6,8.9,57.8,6.0
HWH,2025-10-31,13.2,9.3,52.1,2.0
BCT,2025-10-31,0.0,9.7,51.8,9.9
BRC,2025-10-31,0.3,6.3,44.3,17.6
RTM,2025-10-31,3.5,8.1,57.2,10.3
KOTA,2025-10-31,0.0,6.1,71.2,17.8
ST,2025-10-31,0.9,7.9,38.3,14.2
GZB,2025-10-31,0.0,9.6,59.4,7.1
ALJN,2025-10-31,0.0,7.1,61.0,11.2
TDL,2025-10-31,0.0,9.1,58.7,10.6
LKO,2025-10-31,3.2,7.1,61.5,5.4
AGC,2025-10-31,0.0,8.5,66.7,5.0
VGLJ,2025-10-31,0.0,8.2,47.4,11.1
BPL,2025-10-31,0.0,7.5,51.2,11.1
NGP,2025-10-31,0.0,5.9,42.0,7.0
MAS,2025-10-31,0.0,6.0,61.1,21.1
PPTA,2025-10-31,0.0,6.3,69.2,3.6
GHY,2025-10-31,1.0,7.5,48.7,8.8
ASR,2025-10-31,0.0,6.6,69.2,2.0
SBC,2025-10-31,0.0,9.4,67.8,11.4
DMM,2025-10-31,0.0,7.2,71.8,6.2
GTL,2025-10-31,0.0,8.7,58.4,6.2
SC,2025-10-31,0.0,6.5,66.0,14.2
NDLS,2025-11-01,0.0,11.8,72.6,10.0
CNB,2025-11-01,0.0,11.2,75.9,5.9
PRYJ,2025-11-01,0.0,12.2,54.5,6.1
DDU,2025-11-01,0.0,11.1,57.0,6.4
BSB,2025-11-01,0.0,10.9,66.0,11.9
GKP,2025-11-01,0.0,8.9,44.1,13.3
HWH,2025-11-01,0.0,10.0,70.9,12.3
BCT,2025-11-01,0.0,10.2,41.3,9.4
BRC,2025-11-01,0.0,11.6,62.1,9.0
RTM,2025-11-01,0.0,8.8,44.7,14.9
KOTA,2025-11-01,0.0,11.5,52.2,16.4
ST,2025-11-01,0.0,10.4,49.8,8.6
GZB,2025-11-01,0.0,11.1,49.1,9.3
ALJN,2025-11-01,0.0,10.1,59.6,6.1
TDL,2025-11-01,0.0,12.7,43.5,3.3
LKO,2025-11-01,0.0,9.2,37.1,4.6
AGC,2025-11-01,0.0,11.4,49.7,10.7
VGLJ,2025-11-01,0.0,12.0,59.0,10.5
BPL,2025-11-01,0.0,9.4,69.5,17.2
NGP,2025-11-01,0.0,10.4,52.2,6.1
MAS,2025-11-01,0.0,9.4,76.7,14.8
PPTA,2025-11-01,0.0,12.2,66.1,7.7
GHY,2025-11-01,0.0,10.9,63.6,10.6
ASR,2025-11-01,0.0,10.3,54.3,9.7
SBC,2025-11-01,0.0,10.5,60.1,16.0
DMM,2025-11-01,0.0,12.1,77.7,8.4
GTL,2025-11-01,0.0,12.1,57.0,9.6
SC,2025-11-01,0.0,9.3,59.4,2.0
NDLS,2025-11-02,0.0,11.1,52.8,18.2
CNB,2025-11-02,0.0,12.0,48.3,8.4
PRYJ,2025-11-02,0.0,10.5,49.5,9.4
DDU,2025-11-02,0.0,11.1,42.1,7.9
BSB,2025-11-02,17.2,10.5,58.3,14.8
GKP,2025-11-02,0.0,10.2,67.7,10.9
HWH,2025-11-02,0.0,11.3,39.8,17.0
BCT,2025-11-02,0.0,12.6,41.6,12.0
BRC,2025-11-02,0.0,11.3,69.0,12.2
RTM,2025-11-02,0.0,10.8,49.1,10.9
KOTA,2025-11-02,0.0,10.5,49.8,7.8
ST,2025-11-02,0.0,10.3,57.9,2.0
GZB,2025-11-02,0.0,10.7,53.0,10.8
ALJN,2025-11-02,0.0,10.8,56.3,7.1
TDL,2025-11-02,0.0,11.0,60.5,10.3
LKO,2025-11-02,0.0,8.9,76.0,12.4
AGC,2025-11-02,0.0,8.9,50.1,13.3
VGLJ,2025-11-02,0.0,9.1,38.6,10.5
BPL,2025-11-02,0.0,10.2,58.2,10.5
NGP,2025-11-02,0.0,9.3,47.1,10.4
MAS,2025-11-02,0.0,8.8,43.9,17.1
PPTA,2025-11-02,0.0,10.7,56.1,12.0
GHY,2025-11-02,0.0,11.7,41.1,7.7
ASR,2025-11-02,0.0,9.1,61.2,14.2
SBC,2025-11-02,0.0,10.9,46.0,4.8
DMM,2025-11-02,0.0,11.9,60.0,8.6
GTL,2025-11-02,0.0,12.1,39.7,3.2
SC,2025-11-02,0.0,12.7,49.0,14.3
NDLS,2025-11-03,0.0,10.6,67.0,11.1
CNB,2025-11-03,0.0,10.9,56.6,8.5
PRYJ,2025-11-03,0.0,8.2,32.9,14.4
DDU,2025-11-03,0.0,9.8,59.0,6.7
BSB,2025-11-03,0.0,9.3,68.7,5.3
GKP,2025-11-03,0.0,9.6,66.4,3.1
HWH,2025-11-03,0.0,10.0,80.7,4.6
BCT,2025-11-03,0.0,10.0,67.0,7.5
BRC,2025-11-03,0.0,9.9,61.1,17.1
RTM,2025-11-03,0.0,10.9,52.4,19.8
KOTA,2025-11-03,0.0,8.2,73.1,4.1
ST,2025-11-03,0.0,9.7,55.0,9.1
GZB,2025-11-03,0.0,8.8,55.6,8.6
ALJN,2025-11-03,0.0,11.4,46.1,9.8
TDL,2025-11-03,0.0,10.2,60.8,2.0
LKO,2025-11-03,0.0,11.3,64.4,10.7
AGC,2025-11-03,0.0,10.1,70.6,8.2
VGLJ,2025-11-03,0.0,11.3,49.3,6.8
BPL,2025-11-03,0.0,8.5,60.2,2.7
NGP,2025-11-03,0.0,10.0,47.7,10.8
MAS,2025-11-03,0.0,8.0,40.1,10.4
PPTA,2025-11-03,0.0,8.8,68.4,14.7
GHY,2025-11-03,0.0,10.9,53.9,14.0
ASR,2025-11-03,0.0,9.9,59.8,10.8
SBC,2025-11-03,0.0,11.7,61.5,8.5
DMM,2025-11-03,0.0,7.9,52.2,11.8
GTL,2025-11-03,0.0,8.6,55.0,14.6
SC,2025-11-03,0.0,10.4,62.9,13.1
NDLS,2025-11-04,0.0,9.6,60.6,10.8
CNB,2025-11-04,0.0,9.6,62.6,14.2
PRYJ,2025-11-04,0.0,12.2,58.8,6.7
DDU,2025-11-04,0.0,11.3,55.2,4.2
BSB,2025-11-04,0.0,9.6,67.9,13.1
GKP,2025-11-04,0.0,9.3,46.7,7.4
HWH,2025-11-04,0.0,11.5,68.4,7.2
BCT,2025-11-04,0.0,12.0,39.9,5.4
BRC,2025-11-04,0.0,8.6,52.1,8.2
RTM,2025-11-04,0.0,9.7,51.2,12.9
KOTA,2025-11-04,0.0,11.8,49.4,11.7
ST,2025-11-04,0.0,11.1,43.7,14.9
GZB,2025-11-04,0.0,10.4,44.5,10.1
ALJN,2025-11-04,0.0,9.6,53.7,11.4
TDL,2025-11-04,0.0,11.0,63.2,8.3
LKO,2025-11-04,0.0,8.9,63.5,14.6
AGC,2025-11-04,0.0,9.4,53.0,17.2
VGLJ,2025-11-04,0.0,11.8,58.4,8.7
BPL,2025-11-04,0.0,10.6,55.9,17.2
NGP,2025-11-04,0.0,10.8,58.8,11.5
MAS,2025-11-04,0.0,11.2,59.7,13.7
PPTA,2025-11-04,0.0,11.2,58.6,12.4
GHY,2025-11-04,0.0,8.8,55.7,10.7
ASR,2025-11-04,0.0,10.9,65.0,7.1
SBC,2025-11-04,0.0,10.0,55.2,8.9
DMM,2025-11-04,0.0,12.3,41.3,5.0
GTL,2025-11-04,0.0,10.5,55.2,14.2
SC,2025-11-04,0.0,10.4,57.1,7.8
NDLS,2025-11-05,0.0,9.8,69.0,8.5
CNB,2025-11-05,0.0,8.2,45.0,17.3
PRYJ,2025-11-05,0.0,9.2,55.8,16.6
DDU,2025-11-05,0.0,8.7,55.0,10.1
BSB,2025-11-05,0.0,11.1,40.9,8.4
GKP,2025-11-05,0.0,7.4,59.8,12.7
HWH,2025-11-05,0.0,8.0,56.5,8.8
BCT,2025-11-05,0.0,11.1,55.3,5.8
BRC,2025-11-05,0.0,8.8,69.6,13.2
RTM,2025-11-05,51.7,7.8,67.5,8.2
KOTA,2025-11-05,0.0,8.7,56.0,18.2
ST,2025-11-05,0.0,10.8,57.8,9.9
GZB,2025-11-05,0.0,9.3,46.9,13.3
ALJN,2025-11-05,0.0,9.5,45.2,15.2
TDL,2025-11-05,0.0,7.4,61.6,7.8
LKO,2025-11-05,0.0,8.7,47.2,7.0
AGC,2025-11-05,0.0,7.6,37.3,11.9
VGLJ,2025-11-05,0.0,9.0,34.2,9.7
BPL,2025-11-05,0.0,7.8,53.5,8.7
NGP,2025-11-05,0.0,8.6,59.6,7.8
MAS,2025-11-05,0.0,7.9,56.8,15.2
PPTA,2025-11-05,0.0,7.7,60.9,8.4
GHY,2025-11-05,0.0,8.0,55.1,8.7
ASR,2025-11-05,0.0,10.4,53.4,10.8
SBC,2025-11-05,0.0,8.5,41.1,3.6
DMM,2025-11-05,0.0,9.5,46.1,12.1
GTL,2025-11-05,0.0,8.6,61.5,13.2
SC,2025-11-05,0.0,10.0,46.4,10.4
NDLS,2025-11-06,0.0,8.0,51.2,9.5
CNB,2025-11-06,0.0,7.2,51.0,11.1
PRYJ,2025-11-06,0.0,10.4,48.3,14.7
DDU,2025-11-06,0.0,9.0,66.8,11.9
BSB,2025-11-06,0.0,6.7,65.4,4.3
GKP,2025-11-06,0.0,7.9,67.4,11.5
HWH,2025-11-06,0.0,8.0,48.9,7.2
BCT,2025-11-06,0.0,7.6,71.1,13.3
BRC,2025-11-06,0.0,7.9,53.5,4.3
RTM,2025-11-06,0.0,9.6,68.0,5.6
KOTA,2025-11-06,0.0,6.5,51.3,9.4
ST,2025-11-06,0.0,8.9,47.8,9.2
GZB,2025-11-06,0.0,7.0,54.9,9.1
ALJN,2025-11-06,0.0,6.9,58.2,16.6
TDL,2025-11-06,0.0,10.0,41.1,10.6
LKO,2025-11-06,0.0,7.1,44.0,4.1
AGC,2025-11-06,0.0,9.5,64.5,11.0
