route_segment,hour,day_of_week,congestion_score
NDLS_ASR,21,4,63.9
NDLS_ASR,21,5,63.633
NDLS_ASR,21,6,64.1
NDLS_ASR,22,0,83.0
NDLS_ASR,22,1,63.65
NDLS_ASR,22,2,83.15
NDLS_ASR,22,3,118.25
NDLS_ASR,22,4,101.8
NDLS_ASR,22,5,75.133
NDLS_ASR,22,6,91.7
NDLS_ASR,23,0,108.933
NDLS_ASR,23,1,112.1
NDLS_ASR,23,2,115.9
NDLS_ASR,23,3,119.475
NDLS_ASR,23,4,103.6
NDLS_ASR,23,5,95.25
NDLS_ASR,23,6,116.4
NDLS_CNB,5,0,14.952
NDLS_CNB,5,1,19.324
NDLS_CNB,5,2,17.496
NDLS_CNB,5,3,11.352
NDLS_CNB,5,4,10.198
NDLS_CNB,5,5,22.011
NDLS_CNB,5,6,16.504
NDLS_CNB,6,0,16.067
NDLS_CNB,6,1,16.188
NDLS_CNB,6,2,17.452
NDLS_CNB,6,3,25.44
NDLS_CNB,6,4,12.868
NDLS_CNB,6,5,12.99
NDLS_CNB,6,6,19.228
NDLS_GZB,5,0,12.904
NDLS_GZB,5,1,11.339
NDLS_GZB,5,2,21.898
NDLS_GZB,5,3,19.4
NDLS_GZB,5,4,16.203
NDLS_GZB,5,5,34.153
NDLS_GZB,5,6,25.0
NDLS_GZB,6,0,15.939
NDLS_GZB,6,1,30.837
NDLS_GZB,6,2,24.078
NDLS_GZB,6,3,25.316
NDLS_GZB,6,4,24.633
NDLS_GZB,6,5,15.172
NDLS_GZB,6,6,6.896
NDLS_KOTA,5,0,8.006
NDLS_KOTA,5,1,13.475
NDLS_KOTA,5,2,12.25
NDLS_KOTA,5,3,22.89
NDLS_KOTA,5,4,3.756
NDLS_KOTA,5,5,16.988
NDLS_KOTA,5,6,11.184
NDLS_KOTA,6,0,26.302
NDLS_KOTA,6,1,16.902
NDLS_KOTA,6,2,4.104
NDLS_KOTA,6,3,15.021
NDLS_KOTA,6,4,17.209
NDLS_KOTA,6,5,7.497
NDLS_KOTA,6,6,28.955
NGP_MAS,0,0,91.9
NGP_MAS,0,1,134.367
NGP_MAS,0,3,98.5
NGP_MAS,0,4,158.98
NGP_MAS,0,6,133.7
NGP_MAS,1,0,111.8
NGP_MAS,1,2,222.4
NGP_MAS,1,3,140.3
NGP_MAS,1,4,132.9
NGP_MAS,1,5,181.7
NGP_MAS,2,1,219.05
NGP_MAS,18,0,10.175
NGP_MAS,18,1,13.844
NGP_MAS,18,2,0.0
NGP_MAS,18,4,27.3
NGP_MAS,19,1,39.72
NGP_MAS,19,2,12.3
NGP_MAS,19,3,25.844
NGP_MAS,19,4,25.4
NGP_MAS,19,5,0.0
NGP_MAS,19,6,29.296
NGP_MAS,20,0,52.76
NGP_MAS,20,1,52.933
NGP_MAS,20,2,47.733
NGP_MAS,20,3,78.06
NGP_MAS,20,4,64.167
NGP_MAS,20,5,58.4
NGP_MAS,20,6,52.425
NGP_MAS,21,0,79.933
NGP_MAS,21,1,59.8
NGP_MAS,21,2,69.4
NGP_MAS,21,3,81.825
NGP_MAS,21,4,75.65
NGP_MAS,21,5,63.22
NGP_MAS,21,6,105.18
NGP_MAS,22,0,107.1
NGP_MAS,22,1,109.5
NGP_MAS,22,2,102.0
NGP_MAS,22,3,86.9
NGP_MAS,22,4,99.833
NGP_MAS,22,5,97.72
NGP_MAS,22,6,100.767
NGP_MAS,23,1,112.25
NGP_MAS,23,2,108.0
NGP_MAS,23,3,80.7
NGP_MAS,23,4,98.3
NGP_MAS,23,5,117.44
NGP_MAS,23,6,113.15
NGP_NDLS,0,0,112.4
NGP_NDLS,0,1,115.15
NGP_NDLS,0,2,125.733
NGP_NDLS,0,3,149.5
NGP_NDLS,0,4,106.633
NGP_NDLS,0,5,153.5
NGP_NDLS,0,6,116.6
NGP_NDLS,1,0,176.3
NGP_NDLS,1,3,144.0
NGP_NDLS,1,5,116.5
NGP_NDLS,1,6,137.9
NGP_NDLS,3,6,155.3
NGP_NDLS,5,3,169.1
NGP_NDLS,18,0,6.725
NGP_NDLS,18,1,5.825
NGP_NDLS,18,2,14.75
NGP_NDLS,18,3,24.6
NGP_NDLS,18,4,28.4
NGP_NDLS,18,5,23.933
NGP_NDLS,18,6,30.4
NGP_NDLS,19,0,28.767
NGP_NDLS,19,1,40.375
NGP_NDLS,19,3,46.02
NGP_NDLS,19,4,31.675
NGP_NDLS,19,5,41.333
NGP_NDLS,19,6,39.133
NGP_NDLS,20,0,36.8
NGP_NDLS,20,1,47.05
NGP_NDLS,20,2,50.475
NGP_NDLS,20,3,59.35
NGP_NDLS,20,4,63.45
NGP_NDLS,20,5,82.5
NGP_NDLS,20,6,41.125
NGP_NDLS,21,0,65.26
NGP_NDLS,21,1,79.7
NGP_NDLS,21,2,82.211
NGP_NDLS,21,3,67.467
NGP_NDLS,21,4,83.8
NGP_NDLS,21,5,79.82
NGP_NDLS,21,6,69.833
NGP_NDLS,22,0,109.467
NGP_NDLS,22,1,90.4
NGP_NDLS,22,2,151.2
NGP_NDLS,22,3,85.7
NGP_NDLS,22,4,79.6
NGP_NDLS,22,5,99.35
NGP_NDLS,22,6,100.2
NGP_NDLS,23,0,115.5
NGP_NDLS,23,1,142.6
NGP_NDLS,23,2,138.9
NGP_NDLS,23,3,82.6
NGP_NDLS,23,4,118.133
NGP_NDLS,23,5,89.05
NGP_NDLS,23,6,129.7
PPTA_GHY,0,0,109.2
PPTA_GHY,0,1,125.65
PPTA_GHY,0,2,108.45
PPTA_GHY,0,6,141.9
PPTA_GHY,1,0,143.0
PPTA_GHY,1,2,150.65
PPTA_GHY,1,4,184.6
PPTA_GHY,1,5,136.8
PPTA_GHY,2,1,128.4
PPTA_GHY,2,5,179.4
PPTA_GHY,3,1,231.5
PPTA_GHY,3,2,168.05
PPTA_GHY,3,3,159.0
PPTA_GHY,3,4,237.8
PPTA_GHY,4,5,260.7
PPTA_GHY,5,3,235.2
PPTA_GHY,18,0,0.0
PPTA_GHY,18,1,0.0
PPTA_GHY,18,3,13.012
PPTA_GHY,18,4,22.264
PPTA_GHY,18,6,74.4
PPTA_GHY,19,0,32.05
PPTA_GHY,19,1,13.781
PPTA_GHY,19,2,45.375
PPTA_GHY,19,3,40.0
PPTA_GHY,19,4,54.1
PPTA_GHY,19,5,26.231
PPTA_GHY,19,6,35.257
PPTA_GHY,20,0,69.343
PPTA_GHY,20,1,76.7
PPTA_GHY,20,2,66.025
PPTA_GHY,20,3,81.26
PPTA_GHY,20,4,70.7
PPTA_GHY,20,5,71.975
PPTA_GHY,20,6,50.04
PPTA_GHY,21,0,85.05
PPTA_GHY,21,1,92.6
PPTA_GHY,21,2,65.44
PPTA_GHY,21,3,72.75
PPTA_GHY,21,4,61.66
PPTA_GHY,21,5,80.5
PPTA_GHY,21,6,59.4
PPTA_GHY,22,0,114.7
PPTA_GHY,22,1,88.82
PPTA_GHY,22,2,124.633
PPTA_GHY,22,3,83.48
PPTA_GHY,22,4,92.0
PPTA_GHY,22,5,103.5
PPTA_GHY,22,6,72.65
PPTA_GHY,23,1,89.5
PPTA_GHY,23,2,124.375
PPTA_GHY,23,4,141.0
PPTA_GHY,23,5,132.2
PPTA_GHY,23,6,108.1
PRYJ_CNB,0,3,190.7
PRYJ_CNB,15,0,29.45
PRYJ_CNB,15,1,14.8
PRYJ_CNB,15,2,46.45
PRYJ_CNB,15,3,36.0
PRYJ_CNB,15,4,0.0
PRYJ_CNB,15,5,26.378
PRYJ_CNB,15,6,37.9
PRYJ_CNB,16,0,21.173
PRYJ_CNB,16,1,37.475
PRYJ_CNB,16,2,40.506
PRYJ_CNB,16,3,36.292
PRYJ_CNB,16,4,46.543
PRYJ_CNB,16,5,52.7
PRYJ_CNB,16,6,29.488
PRYJ_CNB,17,0,66.52
PRYJ_CNB,17,1,49.067
PRYJ_CNB,17,2,72.525
PRYJ_CNB,17,3,87.38
PRYJ_CNB,17,4,77.886
PRYJ_CNB,17,5,71.35
PRYJ_CNB,17,6,61.78
PRYJ_CNB,18,0,100.8
PRYJ_CNB,18,1,96.25
PRYJ_CNB,18,2,114.32
PRYJ_CNB,18,3,79.433
PRYJ_CNB,18,4,79.9
PRYJ_CNB,18,5,115.75
PRYJ_CNB,18,6,88.829
PRYJ_CNB,19,0,126.85
PRYJ_CNB,19,1,93.3
PRYJ_CNB,19,2,138.75
PRYJ_CNB,19,3,127.94
PRYJ_CNB,19,4,130.3
PRYJ_CNB,19,5,140.7
PRYJ_CNB,19,6,85.5
PRYJ_CNB,20,0,121.4
PRYJ_CNB,20,1,137.5
PRYJ_CNB,20,2,123.6
PRYJ_CNB,20,3,165.05
PRYJ_CNB,20,6,121.8
PRYJ_CNB,21,0,193.1
PRYJ_CNB,21,1,197.5
PRYJ_DDU,11,0,22.9
PRYJ_DDU,11,1,0.0
PRYJ_DDU,11,2,0.0
PRYJ_DDU,11,4,7.111
PRYJ_DDU,11,6,28.1
PRYJ_DDU,12,0,18.399
PRYJ_DDU,12,1,12.673
PRYJ_DDU,12,2,33.78
PRYJ_DDU,12,3,22.923
PRYJ_DDU,12,4,6.844
PRYJ_DDU,12,5,25.406
PRYJ_DDU,12,6,15.252
PRYJ_DDU,13,0,44.607
PRYJ_DDU,13,1,43.362
PRYJ_DDU,13,2,38.373
PRYJ_DDU,13,3,45.341
PRYJ_DDU,13,4,41.502
PRYJ_DDU,13,5,40.911
PRYJ_DDU,13,6,37.417
PRYJ_DDU,14,0,58.027
PRYJ_DDU,14,1,43.771
PRYJ_DDU,14,2,42.519
PRYJ_DDU,14,3,60.724
PRYJ_DDU,14,4,41.897
PRYJ_DDU,14,5,55.412
PRYJ_DDU,14,6,49.2
PRYJ_DDU,15,0,60.014
PRYJ_DDU,15,1,92.288
PRYJ_DDU,15,2,76.8
PRYJ_DDU,15,3,84.645
PRYJ_DDU,15,4,97.02
PRYJ_DDU,15,5,78.243
PRYJ_DDU,15,6,76.93
PRYJ_DDU,16,0,90.95
PRYJ_DDU,16,1,125.14
PRYJ_DDU,16,2,123.74
PRYJ_DDU,16,3,102.25
PRYJ_DDU,16,4,98.6
PRYJ_DDU,16,5,66.95
PRYJ_DDU,16,6,117.62
PRYJ_DDU,17,0,145.1
PRYJ_DDU,17,2,124.0
PRYJ_DDU,17,3,89.8
PRYJ_DDU,17,4,147.5
PRYJ_DDU,17,5,94.733
RTM_BRC,11,0,0.0
RTM_BRC,11,3,45.6
RTM_BRC,11,4,0.0
RTM_BRC,11,6,66.6
RTM_BRC,12,0,3.32
RTM_BRC,12,1,24.486
RTM_BRC,12,2,15.105
RTM_BRC,12,3,23.743
RTM_BRC,12,4,15.5
RTM_BRC,12,5,29.143
RTM_BRC,12,6,26.025
RTM_BRC,13,0,56.7
RTM_BRC,13,1,53.189
RTM_BRC,13,2,32.128
RTM_BRC,13,3,61.643
RTM_BRC,13,4,46.506
RTM_BRC,13,5,29.521
RTM_BRC,13,6,41.667
RTM_BRC,14,0,82.35
RTM_BRC,14,1,84.467
RTM_BRC,14,2,92.333
RTM_BRC,14,3,82.967
RTM_BRC,14,4,89.3
RTM_BRC,14,5,84.95
RTM_BRC,14,6,91.433
RTM_BRC,15,0,121.3
RTM_BRC,15,1,114.8
RTM_BRC,15,3,119.0
RTM_BRC,15,4,69.5
RTM_BRC,15,5,121.6
RTM_BRC,15,6,138.45
RTM_BRC,16,0,120.6
RTM_KOTA,11,0,18.9
RTM_KOTA,11,2,0.0
RTM_KOTA,11,4,19.6
RTM_KOTA,11,6,31.0
RTM_KOTA,12,0,39.5
RTM_KOTA,12,1,25.542
RTM_KOTA,12,2,48.314
RTM_KOTA,12,3,33.583
RTM_KOTA,12,4,22.651
RTM_KOTA,12,5,12.648
RTM_KOTA,12,6,14.64
RTM_KOTA,13,0,42.543
RTM_KOTA,13,1,41.596
RTM_KOTA,13,2,37.641
RTM_KOTA,13,3,45.253
RTM_KOTA,13,4,30.848
RTM_KOTA,13,5,33.064
RTM_KOTA,13,6,48.933
RTM_KOTA,14,0,85.267
RTM_KOTA,14,1,80.983
RTM_KOTA,14,2,45.632
RTM_KOTA,14,3,60.6
RTM_KOTA,14,4,93.5
RTM_KOTA,14,5,87.76
RTM_KOTA,14,6,74.15
RTM_KOTA,15,0,21.622
RTM_KOTA,15,1,74.85
RTM_KOTA,15,2,32.431
RTM_KOTA,15,3,39.661
RTM_KOTA,15,4,43.184
RTM_KOTA,15,5,150.0
RTM_KOTA,15,6,0.0
RTM_KOTA,16,0,96.3
RTM_KOTA,16,1,51.388
RTM_KOTA,16,2,32.675
RTM_KOTA,16,3,17.367
RTM_KOTA,16,4,53.408
RTM_KOTA,16,5,32.445
RTM_KOTA,16,6,29.167
RTM_KOTA,17,0,78.333
RTM_KOTA,17,1,64.843
RTM_KOTA,17,2,39.067
RTM_KOTA,17,3,80.9
RTM_KOTA,17,4,72.26
RTM_KOTA,17,5,67.138
RTM_KOTA,17,6,98.4
RTM_KOTA,18,0,80.56
RTM_KOTA,18,1,65.65
RTM_KOTA,18,2,93.433
RTM_KOTA,18,3,95.367
RTM_KOTA,18,4,81.617
RTM_KOTA,18,5,72.5
RTM_KOTA,18,6,87.1
RTM_KOTA,19,1,110.4
RTM_KOTA,19,2,75.6
RTM_KOTA,19,3,126.0
RTM_KOTA,19,4,120.925
RTM_KOTA,19,5,87.9
RTM_KOTA,19,6,125.033
RTM_KOTA,20,0,134.1
RTM_KOTA,20,1,106.4
RTM_KOTA,20,2,165.8
RTM_KOTA,20,3,114.5
RTM_KOTA,20,6,125.9
RTM_KOTA,21,3,133.3
RTM_KOTA,22,2,218.9
RTM_KOTA,22,3,180.7
RTM_KOTA,23,6,170.4
SBC_DMM,5,0,25.536
SBC_DMM,5,1,5.016
SBC_DMM,5,2,15.031
SBC_DMM,5,3,9.425
SBC_DMM,5,4,20.767
SBC_DMM,5,5,12.681
SBC_DMM,5,6,19.969
SBC_DMM,6,0,12.441
SBC_DMM,6,1,13.011
SBC_DMM,6,2,19.26
SBC_DMM,6,3,16.131
SBC_DMM,6,4,13.022
SBC_DMM,6,5,23.188
SBC_DMM,6,6,10.931
SC_NGP,14,4,0.0
SC_NGP,15,0,13.156
SC_NGP,15,1,12.78
SC_NGP,15,2,0.0
SC_NGP,15,3,8.662
SC_NGP,15,4,21.8
SC_NGP,15,5,13.631
SC_NGP,15,6,36.633
SC_NGP,16,0,26.229
SC_NGP,16,1,49.84
SC_NGP,16,2,51.8
SC_NGP,16,3,46.9
SC_NGP,16,4,38.571
SC_NGP,16,5,61.517
SC_NGP,16,6,23.52
SC_NGP,17,0,71.114
SC_NGP,17,1,61.24
SC_NGP,17,2,71.12
SC_NGP,17,3,60.483
SC_NGP,17,4,57.28
SC_NGP,17,5,71.35
SC_NGP,17,6,59.271
SC_NGP,18,0,92.4
SC_NGP,18,1,75.2
SC_NGP,18,2,136.4
SC_NGP,18,3,73.8
SC_NGP,18,4,91.45
SC_NGP,18,5,73.55
SC_NGP,18,6,95.05
SC_NGP,19,0,102.55
SC_NGP,19,1,108.6
SC_NGP,19,2,131.8
SC_NGP,19,3,103.25
SC_NGP,19,4,161.4
SC_NGP,19,5,92.0
SC_NGP,19,6,137.533
SC_NGP,20,2,133.0
SC_NGP,20,3,105.4
SC_NGP,20,4,112.4
SC_NGP,20,5,133.55
SC_NGP,20,6,161.4
SC_NGP,21,5,151.0
SC_NGP,23,2,158.5
ST_BCT,0,0,154.3
ST_BCT,0,1,132.3
ST_BCT,0,2,139.7
ST_BCT,0,3,153.8
ST_BCT,0,4,109.85
ST_BCT,0,6,182.3
ST_BCT,1,0,136.2
ST_BCT,1,1,170.15
ST_BCT,1,2,140.4
ST_BCT,1,3,166.4
ST_BCT,1,4,147.6
ST_BCT,1,5,164.7
ST_BCT,2,0,193.7
ST_BCT,2,1,207.65
ST_BCT,2,4,171.05
ST_BCT,2,6,122.5
ST_BCT,4,0,206.9
ST_BCT,18,0,51.7
ST_BCT,18,1,60.3
ST_BCT,18,2,5.725
ST_BCT,18,4,29.85
ST_BCT,18,5,26.4
ST_BCT,19,0,0.0
ST_BCT,19,1,26.08
ST_BCT,19,2,47.825
ST_BCT,19,3,56.833
ST_BCT,19,4,54.225
ST_BCT,19,5,38.633
ST_BCT,19,6,38.7
ST_BCT,20,0,74.9
ST_BCT,20,2,52.14
ST_BCT,20,3,97.225
ST_BCT,20,4,28.325
ST_BCT,20,5,49.212
ST_BCT,20,6,58.857
ST_BCT,21,0,55.95
ST_BCT,21,1,79.82
ST_BCT,21,2,97.85
ST_BCT,21,3,70.0
ST_BCT,21,4,73.28
ST_BCT,21,5,64.25
ST_BCT,21,6,70.8
ST_BCT,22,0,97.55
ST_BCT,22,1,93.55
ST_BCT,22,2,88.733
ST_BCT,22,3,109.925
ST_BCT,22,4,91.5
ST_BCT,22,5,89.3
ST_BCT,22,6,108.5
ST_BCT,23,0,85.4
ST_BCT,23,1,112.467
ST_BCT,23,3,112.15
ST_BCT,23,4,83.3
ST_BCT,23,5,108.7
ST_BCT,23,6,76.3
ST_BRC,8,0,5.456
ST_BRC,8,2,1.616
ST_BRC,8,3,46.2
ST_BRC,8,4,4.422
ST_BRC,8,5,61.0
ST_BRC,9,0,30.748
ST_BRC,9,1,32.195
ST_BRC,9,2,7.875
ST_BRC,9,3,13.864
ST_BRC,9,4,38.76
ST_BRC,9,5,31.2
ST_BRC,9,6,19.787
ST_BRC,10,0,56.94
ST_BRC,10,1,49.58
ST_BRC,10,2,51.24
ST_BRC,10,3,38.486
ST_BRC,10,4,67.983
ST_BRC,10,5,19.533
ST_BRC,10,6,70.517
ST_BRC,11,3,127.55
ST_BRC,11,6,114.233
TDL_CNB,0,2,194.9
TDL_CNB,14,2,56.3
TDL_CNB,15,0,14.111
TDL_CNB,15,1,20.138
TDL_CNB,15,4,15.05
TDL_CNB,15,5,22.35
TDL_CNB,15,6,11.044
TDL_CNB,16,0,34.88
TDL_CNB,16,1,41.9
TDL_CNB,16,2,56.48
TDL_CNB,16,3,40.8
TDL_CNB,16,4,39.6
TDL_CNB,16,5,37.7
TDL_CNB,16,6,29.098
TDL_CNB,17,0,63.717
TDL_CNB,17,1,72.117
TDL_CNB,17,2,76.467
TDL_CNB,17,3,53.67
TDL_CNB,17,4,73.944
TDL_CNB,17,5,76.32
TDL_CNB,17,6,63.757
TDL_CNB,18,0,102.45
TDL_CNB,18,1,90.12
TDL_CNB,18,2,104.425
TDL_CNB,18,3,101.95
TDL_CNB,18,4,139.85
TDL_CNB,18,5,95.38
TDL_CNB,18,6,52.7
TDL_CNB,19,0,124.7
TDL_CNB,19,1,93.4
TDL_CNB,19,3,134.8
TDL_CNB,19,4,140.4
TDL_CNB,19,5,109.4
TDL_CNB,20,0,182.7
TDL_CNB,20,1,138.3
TDL_CNB,20,2,119.25
TDL_CNB,20,3,128.8
TDL_CNB,20,4,92.0
TDL_CNB,20,6,133.7
TDL_CNB,21,2,187.4
TDL_CNB,21,3,158.1
VGLJ_BPL,11,3,19.9
VGLJ_BPL,11,6,31.1
VGLJ_BPL,12,0,22.848
VGLJ_BPL,12,1,14.988
VGLJ_BPL,12,2,6.464
VGLJ_BPL,12,3,27.904
VGLJ_BPL,12,4,35.29
VGLJ_BPL,12,5,75.275
VGLJ_BPL,12,6,49.925
VGLJ_BPL,13,0,49.79
VGLJ_BPL,13,1,54.0
VGLJ_BPL,13,2,49.41
VGLJ_BPL,13,3,36.276
VGLJ_BPL,13,4,44.73
VGLJ_BPL,13,5,31.922
VGLJ_BPL,13,6,46.022
VGLJ_BPL,14,0,110.675
VGLJ_BPL,14,1,73.733
VGLJ_BPL,14,2,91.45
VGLJ_BPL,14,3,77.7
VGLJ_BPL,14,4,71.14
VGLJ_BPL,14,5,64.36
VGLJ_BPL,14,6,77.3
VGLJ_BPL,15,0,110.85
VGLJ_BPL,15,2,89.95
VGLJ_BPL,15,3,94.167
VGLJ_BPL,15,6,89.8
VGLJ_BPL,16,6,109.4
